combination,total_games,wins,avg_position,avg_score,total_weighted,count_weighted,weighted_avg_score,win_rate,cn_name_plot
Helion (breakthrough) + Luna Trade Federation,1,1,1.0,205.0,1.0,1,2.3636363636363638,100.0,Helion (breakthrough) + 月球贸易联盟
Runciter Associates + 🌸SolarPlant🌸,1,1,1.0,306.0,1.0,1,2.3636363636363638,100.0,朗西斯联合公司 + 🌸太阳能公司🌸
Palladin Shipping + United Nations Mission One,1,1,1.0,80.0,1.0,1,2.3636363636363638,100.0,Palladin Shipping + United Nations Mission One
Id Front + Teractor (breakthrough),1,1,1.0,247.0,1.0,1,2.3636363636363638,100.0,前线基地 + Teractor (breakthrough)
Luna Chain + Project Workshop,1,1,1.0,86.0,1.0,1,2.3636363636363638,100.0,连月 + Project Workshop
StormCraft Incorporated (breakthrough) + 🌸Green Leaf Dance🌸,1,1,1.0,78.0,1.0,1,2.3636363636363638,100.0,StormCraft Incorporated (breakthrough) + 🌸绿叶舞动🌸
StormCraft Incorporated (breakthrough) + 🌸Prowler🌸,1,1,1.0,60.0,1.0,1,2.3636363636363638,100.0,StormCraft Incorporated (breakthrough) + 🌸徘徊者🌸
Jenson-Boyle & Co + Saturn Systems,1,1,1.0,110.0,1.0,1,2.3636363636363638,100.0,詹森-博伊尔公司 + Saturn Systems
Hecate Speditions + 🌸Tyrell🌸,1,1,1.0,98.0,1.0,1,2.3636363636363638,100.0,赫卡忒探险队 + 🌸泰瑞尔公司🌸
Id Front + Thorgate (breakthrough),1,1,1.0,131.0,1.0,1,2.3636363636363638,100.0,前线基地 + Thorgate (breakthrough)
Luna Chain + Sagitta Frontier Services,1,1,1.0,71.0,1.0,1,2.3636363636363638,100.0,连月 + Sagitta Frontier Services
Luna Chain + Trade Navigator,1,1,1.0,88.0,1.0,1,2.3636363636363638,100.0,连月 + 贸易领航者
TeiAi Group + Teractor (breakthrough),1,1,1.0,144.0,1.0,1,2.3636363636363638,100.0,帝爱赌场 + Teractor (breakthrough)
Point Luna + SolBank,1,1,1.0,86.0,1.0,1,2.3636363636363638,100.0,Point Luna + SolBank
Philares + Terralabs Research (breakthrough),1,1,1.0,92.0,1.0,1,2.3636363636363638,100.0, + Terralabs Research (breakthrough)
Helion (breakthrough) + Prism,1,1,1.0,285.0,1.0,1,2.3636363636363638,100.0,Helion (breakthrough) + 棱镜光谱研究室
Helion (breakthrough) + Recyclon (breakthrough),1,1,1.0,90.0,1.0,1,2.3636363636363638,100.0,Helion (breakthrough) + Recyclon (breakthrough)
SolBank + 🌸Green Leaf Dance🌸,1,1,1.0,85.0,1.0,1,2.3636363636363638,100.0,SolBank + 🌸绿叶舞动🌸
SolBank + 🌸双轨跃迁🌸,1,1,1.0,286.0,1.0,1,2.3636363636363638,100.0,SolBank + 🌸双轨跃迁🌸
Hotsprings + 🌸Scolex Industries🌸,1,1,1.0,78.0,1.0,1,2.3636363636363638,100.0,Hotsprings + 🌸星核工业🌸
Henkei Genetics + Saturn Systems,1,1,1.0,92.0,1.0,1,2.3636363636363638,100.0,变形遗传学 + Saturn Systems
Henkei Genetics + Pharmacy Union,1,1,1.0,100.0,1.0,1,2.3636363636363638,100.0,变形遗传学 + 制药联盟
Helion (breakthrough) + 🌸Tyrell🌸,1,1,1.0,132.0,1.0,1,2.3636363636363638,100.0,Helion (breakthrough) + 🌸泰瑞尔公司🌸
Id Front + Mars Direct,1,1,1.0,64.0,1.0,1,2.3636363636363638,100.0,前线基地 + 火星直通车
Philares + StormCraft Incorporated (breakthrough),1,1,1.0,115.0,1.0,1,2.3636363636363638,100.0, + StormCraft Incorporated (breakthrough)
Soylent Seedling Systems + 🌸Green Ring🌸,1,1,1.0,82.0,1.0,1,2.3636363636363638,100.0,索伦特幼苗系统 + 🌸绿环🌸
Spire + Steelaris,1,1,1.0,81.0,1.0,1,2.3636363636363638,100.0,Spire + 钢之星
Philares + 🌸Weyland Yutani🌸,1,1,1.0,96.0,1.0,1,2.3636363636363638,100.0, + 🌸韦兰德-尤坦尼集团🌸
SolBank + Tycho Magnetics,1,1,1.0,209.0,1.0,1,2.3636363636363638,100.0,SolBank + 第谷磁力
Lakefront Resorts + Point Luna,1,1,1.0,221.0,1.0,1,2.3636363636363638,100.0,湖畔度假区 + Point Luna
Septem Tribus + 🌸双轨跃迁🌸,1,1,1.0,172.0,1.0,1,2.3636363636363638,100.0,Septem Tribus + 🌸双轨跃迁🌸
Id Front + Nirgal Enterprises,1,1,1.0,135.0,1.0,1,2.3636363636363638,100.0,前线基地 + Nirgal Enterprises
Id Front + Odyssey,1,1,1.0,114.0,1.0,1,2.3636363636363638,100.0,前线基地 + 奥德赛
Inventrix (breakthrough) + United Nations Mission One,1,1,1.0,127.0,1.0,1,2.3636363636363638,100.0,Inventrix (breakthrough) + United Nations Mission One
Helion (breakthrough) + Utopia Invest,1,1,1.0,80.0,1.0,1,2.3636363636363638,100.0,Helion (breakthrough) + 乌托邦投资计划
Septem Tribus + 🌸RDA🌸,1,1,1.0,182.0,1.0,1,2.3636363636363638,100.0,Septem Tribus + 🌸RDA🌸
Spire + 🌸Thermopoli🌸,1,1,1.0,84.0,1.0,1,2.3636363636363638,100.0,Spire + 🌸精灵热舞🌸
Id Front + Polyphemos (breakthrough),1,1,1.0,161.0,1.0,1,2.3636363636363638,100.0,前线基地 + Polyphemos (breakthrough)
Philares + Teractor (breakthrough),1,1,1.0,74.0,1.0,1,2.3636363636363638,100.0, + Teractor (breakthrough)
Lakefront Resorts + Project Workshop,1,1,1.0,110.0,1.0,1,2.3636363636363638,100.0,湖畔度假区 + Project Workshop
Robinson Industries (breakthrough) + 🌸Protogen🌸,1,1,1.0,186.0,1.0,1,2.3636363636363638,100.0,Robinson Industries (breakthrough) + 🌸微生物热舞🌸
Pristar (breakthrough) + SolBank,1,1,1.0,255.0,1.0,1,2.3636363636363638,100.0,Pristar (breakthrough) + SolBank
TeiAi Group + 🌸Ark Nova🌸,1,1,1.0,200.0,1.0,1,2.3636363636363638,100.0,帝爱赌场 + 🌸方舟动物园🌸
Gagarin Mobile Base + Saturn Systems,1,1,1.0,110.0,1.0,1,2.3636363636363638,100.0,Gagarin Mobile Base + Saturn Systems
Gagarin Mobile Base + Runciter Associates,1,1,1.0,199.0,1.0,1,2.3636363636363638,100.0,Gagarin Mobile Base + 朗西斯联合公司
Nirgal Enterprises + Pharmacy Union,1,1,1.0,150.0,1.0,1,2.3636363636363638,100.0,Nirgal Enterprises + 制药联盟
Luna Chain + 🌸Thermopoli🌸,1,1,1.0,87.0,1.0,1,2.3636363636363638,100.0,连月 + 🌸精灵热舞🌸
Luna Chain + 🌸双轨跃迁🌸,1,1,1.0,535.0,1.0,1,2.3636363636363638,100.0,连月 + 🌸双轨跃迁🌸
Thorgate (breakthrough) + 雩喵科学探测器,1,1,1.0,117.0,1.0,1,2.3636363636363638,100.0,Thorgate (breakthrough) + 雩喵科学探测器
Thorgate (breakthrough) + 🌸Integrated Microorganisms🌸,1,1,1.0,172.0,1.0,1,2.3636363636363638,100.0,Thorgate (breakthrough) + 🌸微生物星尘🌸
Id Front + 🌸Integrated Microorganisms🌸,1,1,1.0,148.0,1.0,1,2.3636363636363638,100.0,前线基地 + 🌸微生物星尘🌸
Id Front + 🌸Protogen🌸,1,1,1.0,117.0,1.0,1,2.3636363636363638,100.0,前线基地 + 🌸微生物热舞🌸
Factorum (breakthrough) + 🌸RDA🌸,1,1,1.0,77.0,1.0,1,2.3636363636363638,100.0,Factorum (breakthrough) + 🌸RDA🌸
Factorum (breakthrough) + 🌸Protogen🌸,1,1,1.0,164.0,1.0,1,2.3636363636363638,100.0,Factorum (breakthrough) + 🌸微生物热舞🌸
Luna First Incorporated + Mars Maths,1,1,1.0,136.0,1.0,1,2.3636363636363638,100.0,月球先行公司 + Mars Maths
Id Front + 🌸Prowler🌸,1,1,1.0,320.0,1.0,1,2.3636363636363638,100.0,前线基地 + 🌸徘徊者🌸
Luna First Incorporated + Spire,1,1,1.0,155.0,1.0,1,2.3636363636363638,100.0,月球先行公司 + Spire
Kuiper Cooperative + 🌸EliteTech🌸,1,1,1.0,137.0,1.0,1,2.3636363636363638,100.0,Kuiper Cooperative + 🌸精英回馈🌸
Trade Navigator + Utopia Invest,1,1,1.0,151.0,1.0,1,2.3636363636363638,100.0,贸易领航者 + 乌托邦投资计划
Manutech + Mars Maths,1,1,1.0,243.0,1.0,1,2.3636363636363638,100.0,Manutech + Mars Maths
Factorum (breakthrough) + Saturn Systems,1,1,1.0,122.0,1.0,1,2.3636363636363638,100.0,Factorum (breakthrough) + Saturn Systems
Factorum (breakthrough) + Robinson Industries (breakthrough),1,1,1.0,109.0,1.0,1,2.3636363636363638,100.0,Factorum (breakthrough) + Robinson Industries (breakthrough)
Trade Navigator + 🌸Mining Corp🌸,1,1,1.0,169.0,1.0,1,2.3636363636363638,100.0,贸易领航者 + 🌸钢铁精炼🌸
SolBank + 🌸Energy Saving Ecology🌸,1,1,1.0,71.0,1.0,1,2.3636363636363638,100.0,SolBank + 🌸节能生态🌸
Kuiper Cooperative + 🌸Mining Corp🌸,1,1,1.0,134.0,1.0,1,2.3636363636363638,100.0,Kuiper Cooperative + 🌸钢铁精炼🌸
Gagarin Mobile Base + Teractor (breakthrough),1,1,1.0,121.0,1.0,1,2.3636363636363638,100.0,Gagarin Mobile Base + Teractor (breakthrough)
Point Luna + Thorgate (breakthrough),1,1,1.0,97.0,1.0,1,2.3636363636363638,100.0,Point Luna + Thorgate (breakthrough)
Gagarin Mobile Base + 🌸Protogen🌸,1,1,1.0,135.0,1.0,1,2.3636363636363638,100.0,Gagarin Mobile Base + 🌸微生物热舞🌸
Polyphemos (breakthrough) + 🌸EliteTech🌸,1,1,1.0,129.0,1.0,1,2.3636363636363638,100.0,Polyphemos (breakthrough) + 🌸精英回馈🌸
TeiAi Group + 🌸Integrated Microorganisms🌸,1,1,1.0,70.0,1.0,1,2.3636363636363638,100.0,帝爱赌场 + 🌸微生物星尘🌸
Hecate Speditions + UNMI (breakthrough),1,1,1.0,80.0,1.0,1,2.3636363636363638,100.0,赫卡忒探险队 + UNMI (breakthrough)
Hecate Speditions + Tharsis_republic (breakthrough),1,1,1.0,124.0,1.0,1,2.3636363636363638,100.0,赫卡忒探险队 + Tharsis_republic (breakthrough)
TeiAi Group + 🌸MirrorCoat🌸,1,1,1.0,87.0,1.0,1,2.3636363636363638,100.0,帝爱赌场 + 🌸镜反🌸
TeiAi Group + 🌸Protogen🌸,1,1,1.0,75.0,1.0,1,2.3636363636363638,100.0,帝爱赌场 + 🌸微生物热舞🌸
Project Workshop + Void,1,1,1.0,99.0,1.0,1,2.3636363636363638,100.0,Project Workshop + Void
Polyphemos (breakthrough) + Soylent Seedling Systems,1,1,1.0,73.0,1.0,1,2.3636363636363638,100.0,Polyphemos (breakthrough) + 索伦特幼苗系统
Playwrights + Steelaris,1,1,1.0,80.0,1.0,1,2.3636363636363638,100.0,Playwrights + 钢之星
Polyphemos (breakthrough) + Septem Tribus,1,1,1.0,82.0,1.0,1,2.3636363636363638,100.0,Polyphemos (breakthrough) + Septem Tribus
Hecate Speditions + Utopia Invest,1,1,1.0,121.0,1.0,1,2.3636363636363638,100.0,赫卡忒探险队 + 乌托邦投资计划
Polyphemos (breakthrough) + Sagitta Frontier Services,1,1,1.0,79.0,1.0,1,2.3636363636363638,100.0,Polyphemos (breakthrough) + Sagitta Frontier Services
Hadesphere + Voltagon,1,1,1.0,71.0,1.0,1,2.3636363636363638,100.0,Hadesphere + Voltagon
Hadesphere + Prism,1,1,1.0,124.0,1.0,1,2.3636363636363638,100.0,Hadesphere + 棱镜光谱研究室
Habitat Marte + Tycho Magnetics,1,1,1.0,125.0,1.0,1,2.3636363636363638,100.0,火星栖息地 + 第谷磁力
Habitat Marte + Teractor (breakthrough),1,1,1.0,306.0,1.0,1,2.3636363636363638,100.0,火星栖息地 + Teractor (breakthrough)
Nirgal Enterprises + 🌸EliteTech🌸,1,1,1.0,106.0,1.0,1,2.3636363636363638,100.0,Nirgal Enterprises + 🌸精英回馈🌸
Habitat Marte + Millennium Falcon,1,1,1.0,238.0,1.0,1,2.3636363636363638,100.0,火星栖息地 + 千年隼
Polyphemos (breakthrough) + Robinson Industries (breakthrough),1,1,1.0,98.0,1.0,1,2.3636363636363638,100.0,Polyphemos (breakthrough) + Robinson Industries (breakthrough)
Pristar (breakthrough) + 🌸Scolex Industries🌸,1,1,1.0,176.0,1.0,1,2.3636363636363638,100.0,Pristar (breakthrough) + 🌸星核工业🌸
Gagarin Mobile Base + 🌸SolarPlant🌸,1,1,1.0,156.0,1.0,1,2.3636363636363638,100.0,Gagarin Mobile Base + 🌸太阳能公司🌸
Nirgal Enterprises + Ringcom,1,1,1.0,307.0,1.0,1,2.3636363636363638,100.0,Nirgal Enterprises + Ringcom
Interplanetary Cinematics (breakthrough) + Runciter Associates,1,1,1.0,89.0,1.0,1,2.3636363636363638,100.0,Interplanetary Cinematics (breakthrough) + 朗西斯联合公司
Helion (breakthrough) + Kingdom of Tauraro,1,1,1.0,121.0,1.0,1,2.3636363636363638,100.0,Helion (breakthrough) + 陶拉罗王国
Adhai High Orbit Constructions + Aeron Genomics,1,1,1.0,138.0,1.0,1,2.3636363636363638,100.0,阿迪海高轨道建设 + 艾隆基因组学
Chaos + Habitat Marte,1,1,1.0,174.0,1.0,1,2.3636363636363638,100.0,Chaos + 火星栖息地
Chaos + Soylent Seedling Systems,1,1,1.0,134.0,1.0,1,2.3636363636363638,100.0,Chaos + 索伦特幼苗系统
Cheung Shing MARS + Pharmacy Union,1,1,1.0,120.0,1.0,1,2.3636363636363638,100.0,Cheung Shing MARS + 制药联盟
Adhai High Orbit Constructions + Trade Navigator,1,1,1.0,204.0,1.0,1,2.3636363636363638,100.0,阿迪海高轨道建设 + 贸易领航者
Curiosity II + 🌸Energy Saving Ecology🌸,1,1,1.0,61.0,1.0,1,2.3636363636363638,100.0,Curiosity II + 🌸节能生态🌸
Collegium Copernicus + 🌸Mining Corp🌸,1,1,1.0,107.0,1.0,1,2.3636363636363638,100.0,哥白尼学院 + 🌸钢铁精炼🌸
Aphrodite (breakthrough) + 🌸Buy N Large🌸,1,1,1.0,75.0,1.0,1,2.3636363636363638,100.0,Aphrodite (breakthrough) + 🌸大巨购🌸
Aridor + Pharmacy Union,1,1,1.0,196.0,1.0,1,2.3636363636363638,100.0,Aridor + 制药联盟
Aridor + Nirgal Enterprises,1,1,1.0,105.0,1.0,1,2.3636363636363638,100.0,Aridor + Nirgal Enterprises
Aridor + Philares,1,1,1.0,65.0,1.0,1,2.3636363636363638,100.0,Aridor + 
Aridor + Prism,1,1,1.0,139.0,1.0,1,2.3636363636363638,100.0,Aridor + 棱镜光谱研究室
Crescent Research Association + Spire,1,1,1.0,230.0,1.0,1,2.3636363636363638,100.0,月牙研究联盟 + Spire
Arcadian Communities (breakthrough) + Labour Union,1,1,1.0,81.0,1.0,1,2.3636363636363638,100.0,Arcadian Communities (breakthrough) + Labour Union
Arklight (breakthrough) + Septem Tribus,1,1,1.0,87.0,1.0,1,2.3636363636363638,100.0,Arklight (breakthrough) + Septem Tribus
Arcadian Communities (breakthrough) + Junk Ventures,1,1,1.0,69.0,1.0,1,2.3636363636363638,100.0,Arcadian Communities (breakthrough) + Junk Ventures
Crescent Research Association + Teractor (breakthrough),1,1,1.0,230.0,1.0,1,2.3636363636363638,100.0,月牙研究联盟 + Teractor (breakthrough)
Curiosity II + Terralabs Research (breakthrough),1,1,1.0,126.0,1.0,1,2.3636363636363638,100.0,Curiosity II + Terralabs Research (breakthrough)
Aristarchus + Pharmacy Union,1,1,1.0,67.0,1.0,1,2.3636363636363638,100.0,Aristarchus + 制药联盟
Chaos + Saturn Systems,1,1,1.0,98.0,1.0,1,2.3636363636363638,100.0,Chaos + Saturn Systems
Aurorai + Pobolog (breakthrough),1,1,1.0,72.0,1.0,1,2.3636363636363638,100.0,Aurorai + Pobolog (breakthrough)
Agricola Inc + Mars Maths,1,1,1.0,188.0,1.0,1,2.3636363636363638,100.0,Agricola Inc + Mars Maths
Aurorai + Inventrix (breakthrough),1,1,1.0,162.0,1.0,1,2.3636363636363638,100.0,Aurorai + Inventrix (breakthrough)
Astrodrill + StormCraft Incorporated (breakthrough),1,1,1.0,100.0,1.0,1,2.3636363636363638,100.0,天体钻井 + StormCraft Incorporated (breakthrough)
Ambient + Terralabs Research (breakthrough),1,1,1.0,92.0,1.0,1,2.3636363636363638,100.0, + Terralabs Research (breakthrough)
Demetron Labs + 🌸Ark Nova🌸,1,1,1.0,103.0,1.0,1,2.3636363636363638,100.0,德米特伦实验室 + 🌸方舟动物园🌸
Cheung Shing MARS + Terralabs Research (breakthrough),1,1,1.0,99.0,1.0,1,2.3636363636363638,100.0,Cheung Shing MARS + Terralabs Research (breakthrough)
Aristarchus + Septem Tribus,1,1,1.0,159.0,1.0,1,2.3636363636363638,100.0,Aristarchus + Septem Tribus
Astrodrill + Vitor,1,1,1.0,172.0,1.0,1,2.3636363636363638,100.0,天体钻井 + Vitor
Aurorai + Manutech,1,1,1.0,81.0,1.0,1,2.3636363636363638,100.0,Aurorai + Manutech
Chimera + Runciter Associates,1,1,1.0,254.0,1.0,1,2.3636363636363638,100.0,奇美拉 + 朗西斯联合公司
Bio-Sol + 🌸Green Ring🌸,1,1,1.0,99.0,1.0,1,2.3636363636363638,100.0, + 🌸绿环🌸
Astrodrill + Valley Trust (breakthrough),1,1,1.0,81.0,1.0,1,2.3636363636363638,100.0,天体钻井 + Valley Trust (breakthrough)
Curiosity II + 🌸双轨跃迁🌸,1,1,1.0,135.0,1.0,1,2.3636363636363638,100.0,Curiosity II + 🌸双轨跃迁🌸
Astrodrill + Inventrix (breakthrough),1,1,1.0,157.0,1.0,1,2.3636363636363638,100.0,天体钻井 + Inventrix (breakthrough)
Arklight (breakthrough) + Millennium Falcon,1,1,1.0,191.0,1.0,1,2.3636363636363638,100.0,Arklight (breakthrough) + 千年隼
Aridor + Mars Maths,1,1,1.0,211.0,1.0,1,2.3636363636363638,100.0,Aridor + Mars Maths
Colonial One + Philares,1,1,1.0,102.0,1.0,1,2.3636363636363638,100.0,Colonial One + 
Brotherhood of Mutants + 🌸MirrorCoat🌸,1,1,1.0,180.0,1.0,1,2.3636363636363638,100.0,变种人兄弟会 + 🌸镜反🌸
Anubis Securities + 🌸SolarPlant🌸,1,1,1.0,191.0,1.0,1,2.3636363636363638,100.0,阿努比斯证券 + 🌸太阳能公司🌸
Chaos + Hecate Speditions,1,1,1.0,91.0,1.0,1,2.3636363636363638,100.0,Chaos + 赫卡忒探险队
Chaos + Earth Cat Cult,1,1,1.0,118.0,1.0,1,2.3636363636363638,100.0,Chaos + Earth Cat Cult
Bio-Sol + Point Luna,1,1,1.0,185.0,1.0,1,2.3636363636363638,100.0, + Point Luna
Agricola Inc + Id Front,1,1,1.0,104.0,1.0,1,2.3636363636363638,100.0,Agricola Inc + 前线基地
Curiosity II + Ecoline (breakthrough),1,1,1.0,148.0,1.0,1,2.3636363636363638,100.0,Curiosity II + Ecoline (breakthrough)
Chimera + 🌸Shinra Tech🌸,1,1,1.0,163.0,1.0,1,2.3636363636363638,100.0,奇美拉 + 🌸樱花电🌸
Ambient + Polaris,1,1,1.0,144.0,1.0,1,2.3636363636363638,100.0, + 北极星
Aridor + 🌸MirrorCoat🌸,1,1,1.0,134.0,1.0,1,2.3636363636363638,100.0,Aridor + 🌸镜反🌸
Cheung Shing MARS + Colonial One,1,1,1.0,230.0,1.0,1,2.3636363636363638,100.0,Cheung Shing MARS + Colonial One
Agricola Inc + Poseidon,1,1,1.0,137.0,1.0,1,2.3636363636363638,100.0,Agricola Inc + Poseidon
Astrodrill + Tharsis_republic (breakthrough),1,1,1.0,94.0,1.0,1,2.3636363636363638,100.0,天体钻井 + Tharsis_republic (breakthrough)
Aphrodite (breakthrough) + Curiosity II,1,1,1.0,106.0,1.0,1,2.3636363636363638,100.0,Aphrodite (breakthrough) + Curiosity II
CrediCor + Recyclon (breakthrough),1,1,1.0,195.0,1.0,1,2.3636363636363638,100.0,CrediCor + Recyclon (breakthrough)
Arklight (breakthrough) + MorningStar Inc (breakthrough),1,1,1.0,214.0,1.0,1,2.3636363636363638,100.0,Arklight (breakthrough) + MorningStar Inc (breakthrough)
Aridor + 🌸Ark Nova🌸,1,1,1.0,120.0,1.0,1,2.3636363636363638,100.0,Aridor + 🌸方舟动物园🌸
Curiosity II + Helion (breakthrough),1,1,1.0,77.0,1.0,1,2.3636363636363638,100.0,Curiosity II + Helion (breakthrough)
Aurorai + 🌸PoliticalReform🌸,1,1,1.0,97.0,1.0,1,2.3636363636363638,100.0,Aurorai + 🌸制度改革🌸
Ambient + Valley Trust (breakthrough),12,4,2.25,85.16666666666667,27.0,12,2.3636363636363638,33.33, + Valley Trust (breakthrough)
Aphrodite (breakthrough) + Hecate Speditions,1,1,1.0,111.0,1.0,1,2.3636363636363638,100.0,Aphrodite (breakthrough) + 赫卡忒探险队
Bio-Sol + Chimera,1,1,1.0,74.0,1.0,1,2.3636363636363638,100.0, + 奇美拉
CrediCor + Philares,1,1,1.0,86.0,1.0,1,2.3636363636363638,100.0,CrediCor + 
Celestic (breakthrough) + 🌸Green Leaf Dance🌸,1,1,1.0,72.0,1.0,1,2.3636363636363638,100.0,Celestic (breakthrough) + 🌸绿叶舞动🌸
Adhai High Orbit Constructions + Mars Maths,1,1,1.0,187.0,1.0,1,2.3636363636363638,100.0,阿迪海高轨道建设 + Mars Maths
Brotherhood of Mutants + 🌸Shinra Tech🌸,1,1,1.0,211.0,1.0,1,2.3636363636363638,100.0,变种人兄弟会 + 🌸樱花电🌸
Curiosity II + Splice (breakthrough),1,1,1.0,124.0,1.0,1,2.3636363636363638,100.0,Curiosity II + Splice (breakthrough)
Ambient + Gagarin Mobile Base,1,1,1.0,125.0,1.0,1,2.3636363636363638,100.0, + Gagarin Mobile Base
Astrodrill + UNMI (breakthrough),1,1,1.0,77.0,1.0,1,2.3636363636363638,100.0,天体钻井 + UNMI (breakthrough)
Aurorai + Poseidon,1,1,1.0,85.0,1.0,1,2.3636363636363638,100.0,Aurorai + Poseidon
CrediCor + Martian Insurance Group,1,1,1.0,164.0,1.0,1,2.3636363636363638,100.0,CrediCor + 火星保险集团
Celestic (breakthrough) + Gagarin Mobile Base,1,1,1.0,106.0,1.0,1,2.3636363636363638,100.0,Celestic (breakthrough) + Gagarin Mobile Base
Colonial One + Millennium Falcon,1,1,1.0,380.0,1.0,1,2.3636363636363638,100.0,Colonial One + 千年隼
Chaos + Cheung Shing MARS,1,1,1.0,76.0,1.0,1,2.3636363636363638,100.0,Chaos + Cheung Shing MARS
Aphrodite (breakthrough) + Palladin Shipping,1,1,1.0,82.0,1.0,1,2.3636363636363638,100.0,Aphrodite (breakthrough) + Palladin Shipping
Colonial One + Factorum (breakthrough),1,1,1.0,160.0,1.0,1,2.3636363636363638,100.0,Colonial One + Factorum (breakthrough)
Adhai High Orbit Constructions + Poseidon,1,1,1.0,229.0,1.0,1,2.3636363636363638,100.0,阿迪海高轨道建设 + Poseidon
Crescent Research Association + 🌸Ark Nova🌸,1,1,1.0,266.0,1.0,1,2.3636363636363638,100.0,月牙研究联盟 + 🌸方舟动物园🌸
Aristarchus + Interplanetary Cinematics (breakthrough),1,1,1.0,98.0,1.0,1,2.3636363636363638,100.0,Aristarchus + Interplanetary Cinematics (breakthrough)
Curiosity II + Ringcom,1,1,1.0,86.0,1.0,1,2.3636363636363638,100.0,Curiosity II + Ringcom
Celestic (breakthrough) + 🌸RDA🌸,1,1,1.0,159.0,1.0,1,2.3636363636363638,100.0,Celestic (breakthrough) + 🌸RDA🌸
Aridor + Tharsis_republic (breakthrough),1,1,1.0,67.0,1.0,1,2.3636363636363638,100.0,Aridor + Tharsis_republic (breakthrough)
Brotherhood of Mutants + 🌸Scolex Industries🌸,1,1,1.0,99.0,1.0,1,2.3636363636363638,100.0,变种人兄弟会 + 🌸星核工业🌸
Earth Cat Cult + Hecate Speditions,1,1,1.0,310.0,1.0,1,2.3636363636363638,100.0,Earth Cat Cult + 赫卡忒探险队
Aurorai + 🌸Energy Saving Ecology🌸,1,1,1.0,105.0,1.0,1,2.3636363636363638,100.0,Aurorai + 🌸节能生态🌸
CrediCor + Luna Hyperloop Corporation,1,1,1.0,170.0,1.0,1,2.3636363636363638,100.0,CrediCor + 月球超级高速列车
Aphrodite (breakthrough) + Mons Insurance,1,1,1.0,95.0,1.0,1,2.3636363636363638,100.0,Aphrodite (breakthrough) + 蒙斯保险
Celestic (breakthrough) + Pristar (breakthrough),1,1,1.0,143.0,1.0,1,2.3636363636363638,100.0,Celestic (breakthrough) + Pristar (breakthrough)
